player_name,date,overall_level,overall_xp,overall_rank,attack_level,attack_xp,attack_rank,defence_level,defence_xp,defence_rank,strength_level,strength_xp,strength_rank,hitpoints_level,hitpoints_xp,hitpoints_rank,ranged_level,ranged_xp,ranged_rank,prayer_level,prayer_xp,prayer_rank,magic_level,magic_xp,magic_rank,cooking_level,cooking_xp,cooking_rank,woodcutting_level,woodcutting_xp,woodcutting_rank,fletching_level,fletching_xp,fletching_rank,fishing_level,fishing_xp,fishing_rank,firemaking_level,firemaking_xp,firemaking_rank,crafting_level,crafting_xp,crafting_rank,smithing_level,smithing_xp,smithing_rank,mining_level,mining_xp,mining_rank,herblore_level,herblore_xp,herblore_rank,agility_level,agility_xp,agility_rank,thieving_level,thieving_xp,thieving_rank,slayer_level,slayer_xp,slayer_rank,farming_level,farming_xp,farming_rank,runecraft_level,runecraft_xp,runecraft_rank,hunter_level,hunter_xp,hunter_rank,construction_level,construction_xp,construction_rank,sailing_level,sailing_xp,sailing_rank,abyssal_sire_kc,abyssal_sire_rank,alchemical_hydra_kc,alchemical_hydra_rank,amoxliatl_kc,amoxliatl_rank,araxxor_kc,araxxor_rank,artio_kc,artio_rank,barrows_chests_kc,barrows_chests_rank,bryophyta_kc,bryophyta_rank,callisto_kc,callisto_rank,calvarion_kc,calvarion_rank,cerberus_kc,cerberus_rank,chambers_of_xeric_kc,chambers_of_xeric_rank,chambers_of_xeric_challenge_mode_kc,chambers_of_xeric_challenge_mode_rank,chaos_elemental_kc,chaos_elemental_rank,chaos_fanatic_kc,chaos_fanatic_rank,commander_zilyana_kc,commander_zilyana_rank,corporeal_beast_kc,corporeal_beast_rank,crazy_archaeologist_kc,crazy_archaeologist_rank,dagannoth_prime_kc,dagannoth_prime_rank,dagannoth_rex_kc,dagannoth_rex_rank,dagannoth_supreme_kc,dagannoth_supreme_rank,deranged_archaeologist_kc,deranged_archaeologist_rank,doom_of_mokhaiotl_kc,doom_of_mokhaiotl_rank,duke_sucellus_kc,duke_sucellus_rank,general_graardor_kc,general_graardor_rank,giant_mole_kc,giant_mole_rank,grotesque_guardians_kc,grotesque_guardians_rank,hespori_kc,hespori_rank,kalphite_queen_kc,kalphite_queen_rank,king_black_dragon_kc,king_black_dragon_rank,kraken_kc,kraken_rank,kree_arra_kc,kree_arra_rank,kril_tsutsaroth_kc,kril_tsutsaroth_rank,lunar_chests_kc,lunar_chests_rank,mimic_kc,mimic_rank,nex_kc,nex_rank,nightmare_kc,nightmare_rank,phosanis_nightmare_kc,phosanis_nightmare_rank,obor_kc,obor_rank,phantom_muspah_kc,phantom_muspah_rank,sarachnis_kc,sarachnis_rank,scorpia_kc,scorpia_rank,scurrius_kc,scurrius_rank,skotizo_kc,skotizo_rank,sol_heredit_kc,sol_heredit_rank,spindel_kc,spindel_rank,tempoross_kc,tempoross_rank,gauntlet_kc,gauntlet_rank,corrupted_gauntlet_kc,corrupted_gauntlet_rank,hueycoatl_kc,hueycoatl_rank,leviathan_kc,leviathan_rank,royal_titans_kc,royal_titans_rank,whisperer_kc,whisperer_rank,theatre_of_blood_kc,theatre_of_blood_rank,theatre_of_blood_hard_mode_kc,theatre_of_blood_hard_mode_rank,thermonuclear_smoke_devil_kc,thermonuclear_smoke_devil_rank,tombs_of_amascut_kc,tombs_of_amascut_rank,tombs_of_amascut_expert_mode_kc,tombs_of_amascut_expert_mode_rank,tzkal_zuk_kc,tzkal_zuk_rank,tztok_jad_kc,tztok_jad_rank,vardorvis_kc,vardorvis_rank,venenatis_kc,venenatis_rank,vetion_kc,vetion_rank,vorkath_kc,vorkath_rank,wintertodt_kc,wintertodt_rank,yama_kc,yama_rank,zalcano_kc,zalcano_rank,zulrah_kc,zulrah_rank
Mxscreant,2025-12-09,1358,18245935,1713596,82,2569964,1083802,75,1305567,1378188,83,2827899,1497089,84,3185700,1464279,84,3028018,1343993,74,1096751,1027588,77,1541414,1747327,70,764135,1684671,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,46,71929,1881034,1,-1,-1,53,148142,1801814,52,134575,1943864,39,35297,1926888,38,31064,1825238,1,-1,-1,47,77559,1777473,1,0,-1,0,,0,,0,,0,,21,952289.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
caitlynb,2025-12-09,1358,18042769,1713616,71,816282,1881160,70,741353,1875260,1,-1,-1,79,1939010,1774157,83,2949886,1358227,62,353102,1614419,80,2050445,1567324,1,-1,-1,1,-1,-1,58,232303,1969954,64,412322,1789606,1,-1,-1,65,473749,1566099,63,375393,1543782,1,-1,-1,68,655295,1111012,1,-1,-1,1,-1,-1,75,1294396,1020036,86,3605493,648082,1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,166604.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Asking Matt,2025-12-09,1968,103355149,497045,90,5453386,754671,85,3495163,844823,94,8334720,913101,96,10235345,802856,95,9473509,753205,80,2041586,589854,91,5965823,964033,88,4428025,696255,90,5401921,408439,77,1480361,944011,82,2640680,613028,77,1494700,1167165,78,1701050,753201,83,2679416,500733,82,2591967,591550,90,5373458,299894,78,1752741,553789,78,1642586,627652,93,7273290,409316,99,13158301,296196,77,1505539,455347,80,2183161,506426,84,3048421,386674,1,0,-1,0,,0,,0,,0,,83,587509.0,0,,15,257356.0,0,,0,,0,,0,,12,239887.0,35,174044.0,0,,0,,40,208852.0,0,,0,,0,,0,,0,,0,,0,,37,375047.0,0,,103,87211.0,0,,25,588934.0,1352,224208.0,0,,0,,0,,0,,0,,0,,0,,0,,5,241872.0,41,235519.0,0,,0,,0,,18,339305.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,331077.0,0,,0,,0,,0,,0,,0,,0,,251,307258.0,76,1047758.0,0,,17,287992.0,64,422960.0
JimmyBuns,2025-12-09,1968,103501088,497041,93,7662186,614295,93,7440896,539158,97,10791019,790247,99,13397073,649933,96,10026332,728173,79,1806458,682426,90,5841579,974518,86,3834923,733066,85,3261370,592997,86,3715259,580877,82,2534487,633777,85,3380222,778891,77,1602402,777100,83,2828928,476725,77,1527784,846002,83,2727046,459658,77,1478755,650166,83,2753180,462046,93,7281158,408872,86,3822749,627284,80,2005810,369776,74,1102024,789667,83,2679448,613311,1,0,-1,0,,0,,0,,0,,461,127208.0,0,,22,231870.0,0,,52,315314.0,0,,0,,0,,0,,53,201655.0,0,,202,30696.0,111,226529.0,116,356947.0,110,224342.0,0,,0,,0,,173,211268.0,368,112250.0,0,,35,348509.0,0,,491,74789.0,1776,166492.0,0,,33,241414.0,0,,0,,0,,0,,0,,0,,0,,0,,32,135552.0,0,,0,,18,334173.0,0,,0,,38,601966.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,40,634977.0,113,863949.0,0,,22,274151.0,0,
Task Jessiah,2025-12-09,1972,103339244,490430,91,6365746,677502,86,3816400,811768,99,14521051,393062,99,15788965,548420,99,14614866,477984,76,1362192,886699,94,8682513,745358,84,2961405,825845,78,1716763,887080,75,1286913,1002180,87,4050599,446596,82,2609212,899187,80,2101293,659430,80,2075188,562335,80,2102903,689453,76,1425946,702402,76,1340952,728200,73,1008074,920314,92,6525338,447723,82,2669150,740715,75,1307396,491556,87,3983830,299953,72,926168,868942,49,96381,258053,0,,302,7931.0,0,,0,,282,235082.0,0,,0,,86,124545.0,45,320821.0,0,,0,,0,,56,109737.0,1,,0,,172,37804.0,49,320002.0,11,648799.0,23,385881.0,10,348905.0,0,,0,,1,,1,,140,151332.0,20,506507.0,0,,2,,151,510178.0,1,,1,,134,124817.0,1,252786.0,0,,0,,0,,39,35678.0,0,,270,65497.0,64,83326.0,65,205765.0,0,,0,,0,,0,,45,554414.0,1,,301,106544.0,0,,0,,209,97508.0,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,22,683636.0,64,1142517.0,0,,0,,358,264266.0
DeadlyAcorns,2025-12-09,1968,102955247,497055,89,4942503,818507,89,5108715,728821,92,6584790,1029421,99,13360352,651925,99,14749045,471301,85,3448140,393580,96,9804288,651615,88,4408105,697709,82,2447893,693467,79,1832569,866963,82,2502059,641560,87,3988658,706390,78,1670217,760175,84,2967724,460042,79,1877721,753632,82,2578400,477110,79,1803577,543425,82,2579089,479972,93,7262029,410029,83,2803833,723555,78,1660304,420481,80,2119036,517840,82,2456200,665855,1,0,-1,0,,16,205775.0,0,,0,,95,549087.0,33,51942.0,0,,0,,0,,0,,0,,0,,11,314388.0,26,252848.0,0,,11,479579.0,506,62328.0,515,83732.0,537,58119.0,25,142078.0,0,,0,,5,532724.0,97,253182.0,458,47095.0,6,759689.0,0,,147,245688.0,307,460242.0,0,,0,,44,244734.0,3,103071.0,0,,0,,0,,68,15543.0,382,35815.0,31,275288.0,0,,206,74508.0,0,,30,200524.0,0,,0,,37,608694.0,30,131340.0,127,171734.0,11,229623.0,0,,0,,0,,0,,0,,0,,13,248382.0,0,,0,,0,,0,,0,,0,,343,251904.0,165,684356.0,0,,27,243349.0,50,439592.0
MoreFEastG,2025-12-09,1968,103028603,497054,90,5639553,729913,87,4259135,778074,91,6044656,1076507,94,8565341,908766,93,7373881,870648,75,1213615,937504,89,5090300,1042636,85,3408348,770478,80,2154198,754593,73,1043137,1113306,79,1815819,813727,99,13107718,213659,91,5953530,340687,77,1486478,681731,86,3824760,426968,84,3031567,434034,81,2368796,412026,97,11699086,195793,88,4490261,575104,86,3933071,619125,78,1639439,424832,82,2451818,461774,82,2434096,681980,1,0,-1,0,,0,,0,,0,,461,127345.0,0,,0,,51,156609.0,0,,0,,0,,0,,0,,0,,0,,12,470114.0,0,,19,606123.0,0,,0,,0,,0,,6,519932.0,89,261868.0,0,,39,321158.0,0,,58,421192.0,114,523576.0,0,,15,295564.0,44,244336.0,0,,0,,0,,0,,0,,18,213325.0,0,,0,,18,386684.0,0,,16,366952.0,0,,0,,70,402656.0,79,34815.0,48,225951.0,0,,0,,0,,0,,0,,0,,0,,36,159214.0,0,,0,,0,,0,,0,,27,158292.0,9,722579.0,471,316858.0,0,,0,,150,358298.0
Pinoy Pawg,2025-12-09,1450,21995471,1529022,82,2662821,1067242,70,742691,1862546,91,5924404,1090318,85,3428152,1421479,67,588506,-1,52,131205,-1,68,647204,-1,70,786837,1540926,63,376458,-1,56,197460,-1,69,674320,1435915,73,1048137,1424773,59,266972,-1,49,94882,-1,71,857671,1280579,42,49444,-1,51,117553,-1,80,2046347,562661,51,123252,1978700,42,48766,1848428,47,77454,1494400,73,1073995,801184,38,30940,-1,1,0,-1,0,,0,,0,,0,,38,807736.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,49,503744.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,42,251451.0,0,,0,,0,,0,,0,,0,,0,,0,,56,227342.0,0,,0,,0,,0,,24,734108.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43,1322018.0,0,,0,,0,
rFrenchy,2025-12-09,1449,21709925,1530988,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,65,452410,1547363,94,8396632,768715,70,760310,1710383,1,-1,-1,62,353698,1720440,1,-1,-1,1,-1,-1,70,744844,1345138,65,456258,1482345,1,-1,-1,57,207363,1519308,61,307597,1865309,54,152538,1765633,57,208505,1769488,91,6214381,483939,50,111626,1386995,56,198851,1583467,46,72466,1802302,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,40,586464.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
gregson45678,2025-12-09,1449,21642573,1530994,73,1019332,1756065,72,944294,1601202,80,2156075,1643481,76,1350306,-1,73,1049296,-1,78,1652837,708611,86,3829747,1172554,72,906251,1352341,71,869540,1397515,63,389193,1679488,80,2070670,741775,1,-1,-1,1,-1,-1,62,357536,1558859,83,2800340,559970,64,412260,1218639,60,276834,1950988,1,-1,-1,71,898057,1183129,1,-1,-1,59,272315,1071773,1,-1,-1,1,-1,-1,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,461812.0,0,,0,,0,,0,,29,679906.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
niksmogelijk,2025-12-09,1449,21586638,1530998,1,-1,-1,1,-1,-1,75,1215650,-1,79,1872692,1795813,90,5378791,1050107,1,-1,-1,86,3958893,1157209,70,750477,1781966,1,-1,-1,60,273766,1918621,1,-1,-1,1,-1,-1,70,739868,1373891,60,273913,1698063,1,-1,-1,60,273882,1373556,70,739059,1370797,60,273777,1448156,71,882391,1189818,60,274496,1466168,60,279841,1042050,60,273824,1514170,84,2969729,438732,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,58,221982.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
DucksAreFun,2025-12-09,1449,21727049,1530985,84,2993500,1014506,71,875165,1637015,91,5923581,1090436,86,3932976,1339493,77,1618464,1731290,70,781103,1217806,73,1020859,-1,66,542556,-1,74,1137194,1169916,69,684632,1420431,56,201631,-1,61,308760,1993943,52,126200,-1,51,118557,-1,60,300251,-1,53,140555,1637657,63,381702,1733032,54,157449,1736146,58,231838,1727383,47,75196,1749331,42,47018,1657564,46,72012,1822236,44,55850,1877580,1,0,-1,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,25,377354.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,46,239966.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,14,1616078.0,0,,0,,0,
Booty Jaunt,2025-12-09,1945,127656616,536671,89,5266467,803213,81,2194449,1053249,99,13442550,511692,99,17509647,489467,99,17417991,371875,77,1488813,802287,99,13336119,437044,90,5373925,638845,90,5521952,398755,95,8771836,335516,90,5372799,375944,90,5394689,589908,80,2049836,673707,76,1414146,699381,80,2157483,676642,71,825605,908946,82,2488169,392944,73,998380,928147,99,13082845,206988,72,986138,1074020,71,847058,595850,71,837040,980246,71,878679,892411,1,0,-1,230,189802.0,20,186550.0,0,,377,35324.0,290,228161.0,5,321236.0,47,182717.0,95,118176.0,193,243659.0,45,211891.0,0,,22,205530.0,72,87931.0,61,190500.0,23,175520.0,889,1648.0,144,195797.0,142,316182.0,157,182368.0,25,121735.0,0,,0,,76,305649.0,75,281240.0,167,131855.0,0,,39,238360.0,304,128789.0,1489,204047.0,45,165481.0,26,258283.0,64,201705.0,0,,0,,0,,0,,5,356773.0,0,,129,111431.0,5,282531.0,0,,0,,34,163854.0,0,,0,,26,710355.0,0,,0,,0,,0,,41,247313.0,0,,0,,0,,75,268048.0,0,,0,,0,,9,146065.0,0,,0,,7,238557.0,305,272590.0,226,550040.0,0,,33,226711.0,21,482323.0
Hazareth,2025-12-09,1945,127836997,536668,99,13116046,400125,98,11868002,424292,99,14250127,413441,99,17053431,505526,98,12087938,655587,84,2960650,449880,98,12007849,552602,87,4185572,709651,78,1694345,894063,84,3075698,646274,74,1174445,1040505,85,3426030,770895,80,2083688,663704,73,1057914,878229,76,1434277,879886,72,907915,840242,75,1220856,808943,78,1776290,606676,75,1325029,1011045,99,14402611,168659,64,412546,868875,85,3274323,354738,84,3041415,390191,1,0,-1,0,,0,,0,,0,,103,521654.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,65,132016.0,0,,0,,0,,89,114416.0,0,,0,,0,,0,,0,,38,262263.0,0,,0,,0,,0,,0,,86,131581.0,0,,0,,21,367795.0,0,,0,,0,,0,,8,968813.0,11,265776.0,0,,28,160518.0,9,90389.0,24,289599.0,0,,0,,0,,0,,0,,0,,0,,0,,92,99920.0,0,,0,,919,95973.0,13,1634833.0,0,,90,142232.0,126,374026.0
Jedi Crane,2025-12-09,1945,128013175,536666,92,7069234,639813,91,5903723,628138,99,13050032,667536,99,19491971,425787,99,24082092,241549,80,1991458,640992,95,8910495,718643,90,5385183,636305,76,1413486,1002250,81,2222173,758880,74,1156112,1047368,99,13100923,221587,81,2254491,629422,75,1255819,764016,75,1254555,961806,80,2083220,542930,80,1989489,505373,74,1115097,851366,85,3371636,672468,90,5363562,531929,66,532970,756441,81,2412561,468334,82,2602893,623350,1,0,-1,0,,16,206486.0,0,,0,,394,159174.0,4,,25,223389.0,100,115439.0,0,,218,98943.0,2,,653,3593.0,52,117107.0,43,220667.0,15,197329.0,50,171661.0,5,477989.0,175,271253.0,160,180070.0,28,101321.0,0,,3,,92,285721.0,50,336390.0,0,,23,466757.0,7,327482.0,124,276654.0,0,,29,188080.0,32,242528.0,0,,0,,840,33618.0,0,,0,,7,236369.0,45,178495.0,72,166963.0,327,19778.0,9,497641.0,0,,9,495484.0,0,,46,104133.0,70,404144.0,0,,0,,122,50933.0,1,,0,,1,,8,102282.0,1,,0,,67,97526.0,13,155547.0,1,75830.0,2,,11,145581.0,0,,54,112338.0,290,282163.0,516,274264.0,0,,100,132539.0,142,364646.0
bobert98dodg,2025-12-09,1946,127424538,534925,99,13666347,313062,99,13486448,281492,98,12099368,742659,99,18551616,454354,99,14055096,510126,79,1886756,670193,90,5604836,993901,94,8370823,514760,85,3469340,551597,73,1068860,1103452,81,2295580,690755,85,3339938,787385,77,1496268,802328,76,1391751,705912,88,4671621,371839,73,1031813,788725,75,1334595,740073,81,2344393,513579,96,10320181,284181,87,4091089,607212,61,325327,960555,74,1115835,782843,76,1406657,775743,1,0,-1,0,,0,,0,,0,,419,146101.0,0,,0,,0,,1,,0,,0,,36,130988.0,10,330168.0,3,,0,,0,,0,,0,,0,,0,,0,,1,,2,,265,141155.0,0,,13,607967.0,0,,12,682388.0,1760,168489.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,13,219186.0,0,,0,,5,589873.0,0,,0,,55,480010.0,452,1010.0,1,,0,,1,,0,,1,,0,,0,,374,161301.0,0,,0,,0,,1,,1,,0,,0,,1,,174,657237.0,0,,0,,1,
Maxed At,2025-12-09,1945,127177251,536682,99,14321677,265964,99,13976209,236565,99,15069640,359893,99,16498862,523599,91,6442262,939719,90,5348656,316332,99,13104523,481957,80,2010658,980720,91,6021188,373133,90,5347849,492509,70,742467,1354638,74,1189370,1385586,90,5346496,377204,71,881389,1033304,80,2077391,696522,90,5435674,285279,70,800009,1229016,90,5351260,334937,71,880596,1190674,85,3408366,666327,75,1266896,497538,71,853768,962080,70,802045,944755,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,27,245525.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,65,321941.0,0,,0,,11,641372.0,0,,0,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,11,260485.0,11,160525.0,0,,1,,0,,0,,0,,61,521294.0,28,1451737.0,0,,0,,93,398146.0
Sgt Smolsack,2025-12-09,1680,32964785,1084771,81,2331773,1188494,80,1998688,1167764,83,2764641,1507375,85,3376787,1430320,81,2215352,1520282,70,746032,1366562,77,1581140,1732083,75,1211953,1187582,70,737744,1662397,56,197655,-1,67,588549,1526050,60,290204,-1,87,3976970,436335,70,738035,1336539,72,910070,1223858,70,754918,1029338,74,1186724,838861,64,429528,1246882,75,1220526,1045290,87,4058937,609779,55,171983,1254296,70,737868,1151095,70,738708,1082466,1,0,-1,0,,0,,0,,0,,107,509117.0,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,38,534046.0,0,,0,,0,,0,,0,,0,,0,,29,406554.0,0,,0,,0,,0,,3,,161,106533.0,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,,51,506654.0,0,,0,,0,,0,,29,274032.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,12,1646271.0,0,,0,,0,
Silver1s,2025-12-09,1680,33126291,1084758,81,2324981,1189528,80,2045082,1117073,85,3588861,1371795,87,4352012,1281515,88,4593901,1126032,71,820719,1158038,80,2176175,1528037,70,740791,1829468,70,752115,1608183,66,526763,1531905,65,450713,1728966,66,508200,1775484,70,747320,1334229,72,900804,1004702,70,738277,1471296,63,369217,1250740,69,669022,1438978,72,900130,1012249,80,2095923,834144,81,2379615,775411,63,401520,878627,70,758041,1110291,60,286109,1269424,1,0,-1,0,,0,,0,,0,,142,422817.0,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,16,443296.0,0,,90,403626.0,0,,0,,0,,0,,0,,2,,0,,29,399750.0,1,,11,694900.0,0,,0,,0,,0,,0,,0,,0,,0,,14,117308.0,0,,4,,1,,0,,0,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,16,1582191.0,0,,0,,50,438497.0
WaltuhWilli,2025-12-09,1683,33959197,1078869,83,2876242,1029943,78,1708658,1262999,84,2990137,1472690,87,4164509,1307162,80,2150735,1540563,72,923736,1086523,86,3612601,1205294,70,811754,1472520,84,3177070,602279,68,608187,1467822,70,760656,1317955,82,2541486,908221,70,742959,1354238,71,819151,1142079,69,686732,1519304,67,586458,1128872,72,909273,1079884,72,983459,944931,77,1594574,935178,66,534709,1333068,56,202384,1183797,63,395592,1353640,55,178135,1372137,1,0,-1,0,,6,236991.0,0,,0,,151,405719.0,1,,0,,0,,0,,3,,1,,0,,0,,0,,0,,7,545569.0,0,,50,500884.0,27,370295.0,60,33248.0,0,,0,,0,,0,,0,,0,,0,,54,436278.0,0,,0,,0,,58,213582.0,2,156310.0,0,,0,,0,,1,,0,,0,,0,,16,405552.0,0,,3,,0,,0,,28,691429.0,0,,0,,11,232828.0,0,,46,239404.0,0,,0,,0,,0,,14,246080.0,0,,0,,1,,0,,0,,0,,30,661480.0,115,858232.0,0,,0,,0,
Smliff,2025-12-09,1680,32975758,1084768,74,1204255,1706204,74,1171078,1537469,79,1833396,1788162,79,1922837,1779329,77,1615046,1732322,61,303948,1671488,72,992227,-1,81,2350721,902829,71,874076,1392224,53,138336,-1,95,9185267,218725,61,304922,-1,60,291217,1948424,67,556438,1410937,80,2126103,683624,63,402345,1224506,74,1133081,871204,57,214420,1537556,64,407877,1512388,86,3847266,625313,59,248145,1101837,70,770292,1091095,72,963623,857379,51,118842,239581,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,300,64677.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,13,1624491.0,0,,0,,0,
skyplateau,2025-12-09,1680,32829790,1084774,85,3455507,936227,85,3567554,837884,84,3185885,1445377,87,4299787,1289160,78,1648430,1719992,75,1236276,922758,81,2374533,1473953,70,759587,1715595,70,738687,1648868,67,554430,1507868,65,462706,1696315,66,510521,1771957,71,839401,1155292,70,764104,1242911,69,690500,1516356,70,743125,1051345,66,507220,1571899,60,291655,1395189,82,2665779,749964,70,776268,1218640,63,388494,889426,66,542179,1242478,79,1827162,737034,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,55,317907.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Pet Rock Alt,2025-12-09,1714,48797587,1018286,88,4445088,848270,86,3667675,825558,96,10528078,801897,93,7789873,960413,85,3424641,1272495,70,773359,1237518,85,3377626,1247570,78,1694700,1044869,71,851581,1421722,77,1527342,928253,71,822358,1248630,66,538483,1743087,75,1224501,949836,75,1243132,771891,75,1319572,929424,71,824520,909905,70,777909,1269238,58,231519,1500372,81,2379125,788428,62,342454,1422584,63,397519,881794,66,502286,1268495,51,114246,1531046,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
avg size,2025-12-09,1714,48803588,1018285,88,4402817,851920,79,1865655,1240080,99,13331920,535883,93,7741580,963716,85,3407640,1275428,73,1029084,1050659,83,2804470,1366609,70,749353,1788973,73,1071547,1205095,66,496762,1565115,65,449749,1734744,70,786904,1541471,71,824378,1177388,71,815120,1160900,70,787879,1370089,70,760641,1017011,71,864239,1132423,69,669817,1138111,86,3900229,623658,71,831489,1161769,60,288711,1021102,66,497946,1275667,64,425658,1194276,1,0,-1,0,,0,,0,,0,,100,532804.0,10,156515.0,0,,0,,0,,0,,0,,12,237740.0,13,305033.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,19,495303.0,0,,0,,0,,105,307661.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,534000.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,50,1261911.0,0,,0,,0,
